
1	1	47	85	54	1321	9752	11	180342567
1	2	47	85	54	1321	9752	11	118332114
1	3	47	85	54	1321	9752	11	68028966
1	4	47	85	54	1321	9752	11	42491248
1	5	47	85	54	1321	9752	11	32180940
1	6	47	85	54	1321	9752	11	28186557
1	7	47	85	54	1321	9752	11	22635654
1	8	47	85	54	1321	9752	11	19062786
1	9	47	85	54	1321	9752	11	19187673
1	10	47	85	54	1321	9752	11	15046750
1	11	47	85	54	1321	9752	11	13818978
1	12	47	85	54	1321	9752	11	12867371
1	13	47	85	54	1321	9752	11	12694534
1	14	47	85	54	1321	9752	11	11347677
1	15	47	85	54	1321	9752	11	11210540
1	16	47	85	54	1321	9752	11	11188354
1	17	47	85	54	1321	9752	11	10745928
1	18	47	85	54	1321	9752	11	10426412
1	19	47	85	54	1321	9752	11	9762090
1	20	47	85	54	1321	9752	11	9977858
1	21	47	85	54	1321	9752	11	9957581
1	22	47	85	54	1321	9752	11	9278647
1	23	47	85	54	1321	9752	11	9174908
1	24	47	85	54	1321	9752	11	8630104
1	25	47	85	54	1321	9752	11	8322705
1	26	47	85	54	1321	9752	11	8259936
1	27	47	85	54	1321	9752	11	8086157
1	28	47	85	54	1321	9752	11	8260368
1	29	47	85	54	1321	9752	11	7951014
1	30	47	85	54	1321	9752	11	8094200
1	31	47	85	54	1321	9752	11	8136151
1	32	47	85	54	1321	9752	11	7952512
1	33	47	85	54	1321	9752	11	8106184
1	34	47	85	54	1321	9752	11	8051946
1	35	47	85	54	1321	9752	11	8060639
1	36	47	85	54	1321	9752	11	8007367
1	37	47	85	54	1321	9752	11	7967100
1	38	47	85	54	1321	9752	11	8227764
1	39	47	85	54	1321	9752	11	8090118
1	40	47	85	54	1321	9752	11	8077677
1	41	47	85	54	1321	9752	11	8177946
1	42	47	85	54	1321	9752	11	8093085
1	43	47	85	54	1321	9752	11	8264159
1	44	47	85	54	1321	9752	11	8286854
1	45	47	85	54	1321	9752	11	8293144
1	46	47	85	54	1321	9752	11	8253225
1	47	47	85	54	1321	9752	11	8433201
1	48	47	85	54	1321	9752	11	8417592
1	49	47	85	54	1321	9752	11	8460270
1	50	47	85	54	1321	9752	11	8441918
1	51	47	85	54	1321	9752	11	8629946
1	52	47	85	54	1321	9752	11	8612614
1	53	47	85	54	1321	9752	11	8668359
1	54	47	85	54	1321	9752	11	8712830
1	55	47	85	54	1321	9752	11	8848313
1	56	47	85	54	1321	9752	11	8871457
1	57	47	85	54	1321	9752	11	9032417
1	58	47	85	54	1321	9752	11	9027797
1	59	47	85	54	1321	9752	11	9029637
1	60	47	85	54	1321	9752	11	9201817
1	61	47	85	54	1321	9752	11	9262052
1	62	47	85	54	1321	9752	11	9280127
1	63	47	85	54	1321	9752	11	9412674
1	64	47	85	54	1321	9752	11	9505526
1	65	47	85	54	1321	9752	11	9599893
1	66	47	85	54	1321	9752	11	9681935
1	67	47	85	54	1321	9752	11	9801122
1	68	47	85	54	1321	9752	11	9863869
1	69	47	85	54	1321	9752	11	9952796
1	70	47	85	54	1321	9752	11	10014948
1	71	47	85	54	1321	9752	11	10157170
1	72	47	85	54	1321	9752	11	10146052
1	73	47	85	54	1321	9752	11	10228859
1	74	47	85	54	1321	9752	11	10291861
1	75	47	85	54	1321	9752	11	10460433
1	76	47	85	54	1321	9752	11	10542730
