1	1	35	47	85	54	9752	31134737
1	2	35	47	85	54	9752	16211882
1	3	35	47	85	54	9752	12149732
1	4	35	47	85	54	9752	9762507
1	5	35	47	85	54	9752	8795887
1	6	35	47	85	54	9752	8329152
1	7	35	47	85	54	9752	7763137
1	8	35	47	85	54	9752	7764667
1	9	35	47	85	54	9752	7637167
1	10	35	47	85	54	9752	7531087
1	11	35	47	85	54	9752	7553272
1	12	35	47	85	54	9752	7570697
1	13	35	47	85	54	9752	7406137
1	14	35	47	85	54	9752	7508562
1	15	35	47	85	54	9752	7466827
1	16	35	47	85	54	9752	7654422
1	17	35	47	85	54	9752	7459942
1	18	35	47	85	54	9752	7458752
1	19	35	47	85	54	9752	7468952
1	20	35	47	85	54	9752	7534912
1	21	35	47	85	54	9752	7423477
1	22	35	47	85	54	9752	7595347
1	23	35	47	85	54	9752	7686467
1	24	35	47	85	54	9752	7522162
1	25	35	47	85	54	9752	7750047
1	26	35	47	85	54	9752	7649747
1	27	35	47	85	54	9752	7718852
1	28	35	47	85	54	9752	7763392
1	29	35	47	85	54	9752	7641587
1	30	35	47	85	54	9752	7831222
1	31	35	47	85	54	9752	7778267
1	32	35	47	85	54	9752	7573162
1	33	35	47	85	54	9752	7941042
1	34	35	47	85	54	9752	7732112
1	35	35	47	85	54	9752	7686212
1	36	35	47	85	54	9752	7623057
1	37	35	47	85	54	9752	7634277
1	38	35	47	85	54	9752	7901347
1	39	35	47	85	54	9752	7781497
1	40	35	47	85	54	9752	7786937
1	41	35	47	85	54	9752	7616767
1	42	35	47	85	54	9752	7737042
1	43	35	47	85	54	9752	7640482
1	44	35	47	85	54	9752	7703807
1	45	35	47	85	54	9752	7678477
1	46	35	47	85	54	9752	7698027
1	47	35	47	85	54	9752	7660627
1	48	35	47	85	54	9752	7702957
1	49	35	47	85	54	9752	7768407
1	50	35	47	85	54	9752	7808017
1	51	35	47	85	54	9752	7672782
1	52	35	47	85	54	9752	7771042
1	53	35	47	85	54	9752	7676437
1	54	35	47	85	54	9752	7699642
1	55	35	47	85	54	9752	7779797
1	56	35	47	85	54	9752	7823912
1	57	35	47	85	54	9752	7774442
1	58	35	47	85	54	9752	7627222
1	59	35	47	85	54	9752	7764837
1	60	35	47	85	54	9752	7622802
1	61	35	47	85	54	9752	7840402
1	62	35	47	85	54	9752	7643117
1	63	35	47	85	54	9752	7713922
1	64	35	47	85	54	9752	7718002
1	65	35	47	85	54	9752	7883922
1	66	35	47	85	54	9752	7572652
1	67	35	47	85	54	9752	7796457
1	68	35	47	85	54	9752	7759652
1	69	35	47	85	54	9752	7689527
1	70	35	47	85	54	9752	7719532
1	71	35	47	85	54	9752	7684172
1	72	35	47	85	54	9752	7609032
1	73	35	47	85	54	9752	7651617
1	74	35	47	85	54	9752	7651957
1	75	35	47	85	54	9752	7656377
1	76	35	47	85	54	9752	7714007
1	77	35	47	85	54	9752	7698282
1	78	35	47	85	54	9752	7730072
1	79	35	47	85	54	9752	7767557
1	80	35	47	85	54	9752	7767557
1	81	35	47	85	54	9752	7752342
1	82	35	47	85	54	9752	7710352
1	83	35	47	85	54	9752	7829522
1	84	35	47	85	54	9752	7829522
1	85	35	47	85	54	9752	7746137
1	86	35	47	85	54	9752	7746137
1	87	35	47	85	54	9752	7746137
1	88	35	47	85	54	9752	7746137
1	89	35	47	85	54	9752	7746137
1	90	35	47	85	54	9752	7746137
1	91	35	47	85	54	9752	7746137
1	92	35	47	85	54	9752	7746137
2	1	8	22	24	50	7509	3574360
2	2	8	22	24	50	7509	2627944
2	3	8	22	24	50	7509	2100256
2	4	8	22	24	50	7509	1974064
2	5	8	22	24	50	7509	1815400
2	6	8	22	24	50	7509	1731904
2	7	8	22	24	50	7509	1761640
2	8	8	22	24	50	7509	1724872
2	9	8	22	24	50	7509	1690768
2	10	8	22	24	50	7509	1692088
2	11	8	22	24	50	7509	1660072
2	12	8	22	24	50	7509	1627768
2	13	8	22	24	50	7509	1648816
2	14	8	22	24	50	7509	1638256
2	15	8	22	24	50	7509	1611376
2	16	8	22	24	50	7509	1610344
2	17	8	22	24	50	7509	1692544
2	18	8	22	24	50	7509	1658536
2	19	8	22	24	50	7509	1609648
2	20	8	22	24	50	7509	1618696
2	21	8	22	24	50	7509	1643104
2	22	8	22	24	50	7509	1622128
2	23	8	22	24	50	7509	1650688
2	24	8	22	24	50	7509	1620832
2	25	8	22	24	50	7509	1657432
2	26	8	22	24	50	7509	1662208
2	27	8	22	24	50	7509	1640272
2	28	8	22	24	50	7509	1636480
2	29	8	22	24	50	7509	1646152
2	30	8	22	24	50	7509	1676776
2	31	8	22	24	50	7509	1639720
2	32	8	22	24	50	7509	1668160
2	33	8	22	24	50	7509	1634080
2	34	8	22	24	50	7509	1631824
2	35	8	22	24	50	7509	1631824
2	36	8	22	24	50	7509	1631824
2	37	8	22	24	50	7509	1631824
2	38	8	22	24	50	7509	1631824
2	39	8	22	24	50	7509	1631824
2	40	8	22	24	50	7509	1631824
2	41	8	22	24	50	7509	1631824
2	42	8	22	24	50	7509	1631824
3	1	33	30	83	29	12426	11005151
3	2	33	30	83	29	12426	6463889
3	3	33	30	83	29	12426	5509389
3	4	33	30	83	29	12426	4972711
3	5	33	30	83	29	12426	4629921
3	6	33	30	83	29	12426	4566260
3	7	33	30	83	29	12426	4424662
3	8	33	30	83	29	12426	4404742
3	9	33	30	83	29	12426	4347887
3	10	33	30	83	29	12426	4316845
3	11	33	30	83	29	12426	4272357
3	12	33	30	83	29	12426	4290700
3	13	33	30	83	29	12426	4265468
3	14	33	30	83	29	12426	4239572
3	15	33	30	83	29	12426	4300411
3	16	33	30	83	29	12426	4323070
3	17	33	30	83	29	12426	4312363
3	18	33	30	83	29	12426	4274017
3	19	33	30	83	29	12426	4326390
3	20	33	30	83	29	12426	4359092
3	21	33	30	83	29	12426	4356519
3	22	33	30	83	29	12426	4349215
3	23	33	30	83	29	12426	4353365
3	24	33	30	83	29	12426	4402418
3	25	33	30	83	29	12426	4388889
3	26	33	30	83	29	12426	4379344
3	27	33	30	83	29	12426	4471640
3	28	33	30	83	29	12426	4460767
3	29	33	30	83	29	12426	4483509
3	30	33	30	83	29	12426	4494880
3	31	33	30	83	29	12426	4478861
3	32	33	30	83	29	12426	4432132
3	33	33	30	83	29	12426	4515464
3	34	33	30	83	29	12426	4418022
3	35	33	30	83	29	12426	4534803
3	36	33	30	83	29	12426	4573066
3	37	33	30	83	29	12426	4553727
3	38	33	30	83	29	12426	4520859
3	39	33	30	83	29	12426	4484671
3	40	33	30	83	29	12426	4519946
3	41	33	30	83	29	12426	4556300
3	42	33	30	83	29	12426	4545261
3	43	33	30	83	29	12426	4495544
3	44	33	30	83	29	12426	4522934
3	45	33	30	83	29	12426	4521191
3	46	33	30	83	29	12426	4507994
3	47	33	30	83	29	12426	4557213
3	48	33	30	83	29	12426	4560533
3	49	33	30	83	29	12426	4578544
3	50	33	30	83	29	12426	4545178
3	51	33	30	83	29	12426	4517705
3	52	33	30	83	29	12426	4603693
3	53	33	30	83	29	12426	4607677
3	54	33	30	83	29	12426	4547502
3	55	33	30	83	29	12426	4559620
3	56	33	30	83	29	12426	4559620
3	57	33	30	83	29	12426	4559620
3	58	33	30	83	29	12426	4562525
4	1	23	39	79	83	12213	24179333
4	2	23	39	79	83	12213	12293625
4	3	23	39	79	83	12213	10299744
4	4	23	39	79	83	12213	9542213
4	5	23	39	79	83	12213	8915348
4	6	23	39	79	83	12213	8360452
4	7	23	39	79	83	12213	7870494
4	8	23	39	79	83	12213	7725213
4	9	23	39	79	83	12213	7459615
4	10	23	39	79	83	12213	7382274
4	11	23	39	79	83	12213	7321918
4	12	23	39	79	83	12213	7261009
4	13	23	39	79	83	12213	7188487
